Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split,gender
Andy VERNON,5000m Men,British Grand Prix,2011,Diamond League,821.0,13,,,16.0,86.0,,,156.7,317.8,480.8,641.5,0
Imane MERGA,5000m Men,Memorial Van Damme,2011,Diamond League,778.3,1,,,19.0,68.0,,,153.8,310.4,470.5,630.3,0
Thomas Pkemei LONGOSIWA,5000m Men,Memorial Van Damme,2011,Diamond League,778.7,2,,,19.0,68.0,,,153.8,310.4,470.5,630.3,0
Vincent Kiprop CHEPKOK,5000m Men,Memorial Van Damme,2011,Diamond League,779.5,3,,,19.0,68.0,,,153.8,310.4,470.5,630.3,0
Tariku BEKELE,5000m Men,Memorial Van Damme,2011,Diamond League,781.9,4,,,19.0,68.0,,,153.8,310.4,470.5,630.3,0
Alistair Ian CRAGG,5000m Men,Memorial Van Damme,2011,Diamond League,783.5,5,,,19.0,68.0,,NR,153.8,310.4,470.5,630.3,0
Albert ROP,5000m Men,Memorial Van Damme,2011,Diamond League,783.7,6,,,19.0,68.0,,PB,153.8,310.4,470.5,630.3,0
Polat Kemboi ARIKAN,5000m Men,Memorial Van Damme,2011,Diamond League,786.0,7,,,19.0,68.0,,NR,153.8,310.4,470.5,630.3,0
Patrick Mutunga MWIKYA,5000m Men,Memorial Van Damme,2011,Diamond League,799.1,8,,,19.0,68.0,,,153.8,310.4,470.5,630.3,0
Collis BIRMINGHAM,5000m Men,Memorial Van Damme,2011,Diamond League,814.1,9,,,19.0,68.0,,,153.8,310.4,470.5,630.3,0
Vivian Jepkemoi CHERUIYOT,5000m Women,Prefontaine Classic,2011,Diamond League,874.0,1,,,19.0,56.0,,MR,179.7,356.0,536.8,712.0,1
Linet Chepkwemoi MASAI,5000m Women,Prefontaine Classic,2011,Diamond League,875.4,2,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Mercy CHERONO,5000m Women,Prefontaine Classic,2011,Diamond League,877.0,3,,,19.0,56.0,,PB,179.7,356.0,536.8,712.0,1
Sally KIPYEGO,5000m Women,Prefontaine Classic,2011,Diamond League,879.7,4,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Pauline Chemning KORIKWIANG,5000m Women,Prefontaine Classic,2011,Diamond League,887.7,5,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Shalane FLANAGAN,5000m Women,Prefontaine Classic,2011,Diamond League,889.7,6,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Wude AYALEW,5000m Women,Prefontaine Classic,2011,Diamond League,899.7,7,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Esther CHEMTAI,5000m Women,Prefontaine Classic,2011,Diamond League,900.1,8,,,19.0,56.0,,SB,179.7,356.0,536.8,712.0,1
Kara GOUCHER,5000m Women,Prefontaine Classic,2011,Diamond League,911.5,9,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Lineth CHEPKURUI,5000m Women,Prefontaine Classic,2011,Diamond League,915.2,10,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Megan WRIGHT,5000m Women,Prefontaine Classic,2011,Diamond League,915.3,11,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Elizabeth MALOY,5000m Women,Prefontaine Classic,2011,Diamond League,940.2,12,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Eloise WELLINGS,5000m Women,Prefontaine Classic,2011,Diamond League,941.5,13,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Margaret Wangari MURIUKI,5000m Women,Prefontaine Classic,2011,Diamond League,948.2,14,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Amy YODER-BEGLEY,5000m Women,Prefontaine Classic,2011,Diamond League,954.6,15,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Jackie ARESON,5000m Women,Prefontaine Classic,2011,Diamond League,969.5,16,,,19.0,56.0,,,179.7,356.0,536.8,712.0,1
Vincent Kiprop CHEPKOK,5000m Men,Athletissima,2011,Diamond League,779.1,1,,,20.0,46.0,,MR,155.6,311.6,470.7,628.3,0
Imane MERGA,5000m Men,Athletissima,2011,Diamond League,779.5,2,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Eliud KIPCHOGE,5000m Men,Athletissima,2011,Diamond League,779.7,3,,,20.0,46.0,,SB,155.6,311.6,470.7,628.3,0
Jacob CHESHARI,5000m Men,Athletissima,2011,Diamond League,783.7,4,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Dejen GEBREMESKEL,5000m Men,Athletissima,2011,Diamond League,785.5,5,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Abera KUMA,5000m Men,Athletissima,2011,Diamond League,787.3,6,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Mark Kosgei KIPTOO,5000m Men,Athletissima,2011,Diamond League,791.0,7,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Tariku BEKELE,5000m Men,Athletissima,2011,Diamond League,797.7,8,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Mike Kipruto KIGEN,5000m Men,Athletissima,2011,Diamond League,800.0,9,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Augustine Kiprono CHOGE,5000m Men,Athletissima,2011,Diamond League,801.2,10,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Paul Kipngetich TANUI,5000m Men,Athletissima,2011,Diamond League,805.7,11,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Teklemariam MEDHIN,5000m Men,Athletissima,2011,Diamond League,807.5,12,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Hunegnaw MESFIN,5000m Men,Athletissima,2011,Diamond League,818.9,13,,,20.0,46.0,,,155.6,311.6,470.7,628.3,0
Craig MOTTRAM,5000m Men,London Athletics Meet,2011,Diamond League,804.0,1,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Ben TRUE,5000m Men,London Athletics Meet,2011,Diamond League,808.2,2,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Brandon BETHKE,5000m Men,London Athletics Meet,2011,Diamond League,813.2,3,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Chris THOMPSON,5000m Men,London Athletics Meet,2011,Diamond League,814.3,4,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Andy VERNON,5000m Men,London Athletics Meet,2011,Diamond League,815.3,5,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Sondre Nordstad MOEN,5000m Men,London Athletics Meet,2011,Diamond League,816.3,6,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Jonathan MELLOR,5000m Men,London Athletics Meet,2011,Diamond League,816.4,7,,,24.0,42.0,,PB,161.1,320.9,483.1,648.0,0
James WALSH,5000m Men,London Athletics Meet,2011,Diamond League,819.2,8,,,24.0,42.0,,PB,161.1,320.9,483.1,648.0,0
Arne GABIUS,5000m Men,London Athletics Meet,2011,Diamond League,824.2,9,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Sindre BURAAS,5000m Men,London Athletics Meet,2011,Diamond League,836.3,10,,,24.0,42.0,,,161.1,320.9,483.1,648.0,0
Lauren FLESHMAN,5000m Women,London Athletics Meet,2011,Diamond League,900.6,1,,,18.0,59.0,,SB,179.5,360.6,545.6,730.1,1
Helen CLITHEROE,5000m Women,London Athletics Meet,2011,Diamond League,906.7,2,,,18.0,59.0,,PB,179.5,360.6,545.6,730.1,1
Grace MOMANYI,5000m Women,London Athletics Meet,2011,Diamond League,907.5,3,,,18.0,59.0,,SB,179.5,360.6,545.6,730.1,1
Desiree DAVILA,5000m Women,London Athletics Meet,2011,Diamond League,908.6,4,,,18.0,59.0,,PB,179.5,360.6,545.6,730.1,1
Jennifer RHINES,5000m Women,London Athletics Meet,2011,Diamond League,910.4,5,,,18.0,59.0,,SB,179.5,360.6,545.6,730.1,1
Genet YALEW,5000m Women,London Athletics Meet,2011,Diamond League,912.4,6,,,18.0,59.0,,,179.5,360.6,545.6,730.1,1
Amy HASTINGS,5000m Women,London Athletics Meet,2011,Diamond League,917.2,7,,,18.0,59.0,,,179.5,360.6,545.6,730.1,1
Jessica AUGUSTO,5000m Women,London Athletics Meet,2011,Diamond League,919.6,8,,,18.0,59.0,,,179.5,360.6,545.6,730.1,1
Waganesh MEKASHA,5000m Women,London Athletics Meet,2011,Diamond League,928.0,9,,,18.0,59.0,,,179.5,360.6,545.6,730.1,1
Julia BLEASDALE,5000m Women,London Athletics Meet,2011,Diamond League,949.6,10,,,18.0,59.0,,,179.5,360.6,545.6,730.1,1
Dejen GEBREMESKEL,5000m Men,Adidas Grand Prix,2011,Diamond League,785.2,1,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Bernard LAGAT,5000m Men,Adidas Grand Prix,2011,Diamond League,785.5,2,,,16.0,100.0,,SB,156.9,318.3,477.9,636.2,0
Tariku BEKELE,5000m Men,Adidas Grand Prix,2011,Diamond League,786.1,3,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Isiah Kiplangat KOECH,5000m Men,Adidas Grand Prix,2011,Diamond League,787.2,4,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Juan Luis BARRIOS,5000m Men,Adidas Grand Prix,2011,Diamond League,789.8,5,,,16.0,100.0,,PB,156.9,318.3,477.9,636.2,0
Edwin Cheruiyot SOI,5000m Men,Adidas Grand Prix,2011,Diamond League,791.8,6,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Mike Kipruto KIGEN,5000m Men,Adidas Grand Prix,2011,Diamond League,792.1,7,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Alistair Ian CRAGG,5000m Men,Adidas Grand Prix,2011,Diamond League,792.2,8,,,16.0,100.0,,SB,156.9,318.3,477.9,636.2,0
Geoffrey KIPSANG,5000m Men,Adidas Grand Prix,2011,Diamond League,792.2,9,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Lucas Kimeli ROTICH,5000m Men,Adidas Grand Prix,2011,Diamond League,795.4,10,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Daniel Lemashon SALEL,5000m Men,Adidas Grand Prix,2011,Diamond League,799.5,11,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Josphat Kipkoech BETT,5000m Men,Adidas Grand Prix,2011,Diamond League,800.0,12,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Daniel Kipchirchir KOMEN,5000m Men,Adidas Grand Prix,2011,Diamond League,800.8,13,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Denis MASAI,5000m Men,Adidas Grand Prix,2011,Diamond League,803.5,14,,,16.0,100.0,,PB,156.9,318.3,477.9,636.2,0
Ben TRUE,5000m Men,Adidas Grand Prix,2011,Diamond League,804.1,15,,,16.0,100.0,,PB,156.9,318.3,477.9,636.2,0
Thomas Pkemei LONGOSIWA,5000m Men,Adidas Grand Prix,2011,Diamond League,811.2,16,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
John Kemboi CHERUIYOT,5000m Men,Adidas Grand Prix,2011,Diamond League,818.8,17,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
David MCNEILL,5000m Men,Adidas Grand Prix,2011,Diamond League,824.0,18,,,16.0,100.0,,SB,156.9,318.3,477.9,636.2,0
Scott BAUHS,5000m Men,Adidas Grand Prix,2011,Diamond League,825.9,19,,,16.0,100.0,,,156.9,318.3,477.9,636.2,0
Meseret DEFAR,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,877.3,1,,,17.0,92.0,,SB,175.2,353.2,530.4,710.4,1
Sentayehu EJIGU,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,877.5,2,,,17.0,92.0,,,175.2,353.2,530.4,710.4,1
Genzebe DIBABA,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,877.6,3,,,17.0,92.0,,PB,175.2,353.2,530.4,710.4,1
Meselech MELKAMU,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,879.4,4,,,17.0,92.0,,SB,175.2,353.2,530.4,710.4,1
Emebet ANTENEH,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,883.3,5,,,17.0,92.0,,PB,175.2,353.2,530.4,710.4,1
Prisca Jepleting NGETICH-CHERONO,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,883.3,6,,,17.0,92.0,,,175.2,353.2,530.4,710.4,1
Dolores CHECA,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,886.3,7,,,17.0,92.0,,PB,175.2,353.2,530.4,710.4,1
Hiwot AYALEW,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,889.4,8,,,17.0,92.0,,,175.2,353.2,530.4,710.4,1
Pauline Chemning KORIKWIANG,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,894.4,9,,,17.0,92.0,,,175.2,353.2,530.4,710.4,1
Sara MOREIRA,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,912.0,10,,,17.0,92.0,,,175.2,353.2,530.4,710.4,1
Wude AYALEW,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,912.5,11,,,17.0,92.0,,,175.2,353.2,530.4,710.4,1
Genet YALEW,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,916.1,12,,,17.0,92.0,,SB,175.2,353.2,530.4,710.4,1
Alemitu BEKELE,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,923.0,13,,,17.0,92.0,,,175.2,353.2,530.4,710.4,1
Purity Cherotich RIONORIPO,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,925.5,14,,,17.0,92.0,,PB,175.2,353.2,530.4,710.4,1
Meseret DEFAR,5000m Women,Meeting de Paris,2011,Diamond League,869.5,1,,,22.0,47.0,,WL,173.6,348.7,525.8,702.6,1
Sentayehu EJIGU,5000m Women,Meeting de Paris,2011,Diamond League,871.7,2,,,22.0,47.0,,SB,173.6,348.7,525.8,702.6,1
Mercy CHERONO,5000m Women,Meeting de Paris,2011,Diamond League,875.1,3,,,22.0,47.0,,PB,173.6,348.7,525.8,702.6,1
Shalane FLANAGAN,5000m Women,Meeting de Paris,2011,Diamond League,885.2,4,,,22.0,47.0,,SB,173.6,348.7,525.8,702.6,1
Dolores CHECA,5000m Women,Meeting de Paris,2011,Diamond League,886.9,5,,,22.0,47.0,,,173.6,348.7,525.8,702.6,1
Sule UTURA,5000m Women,Meeting de Paris,2011,Diamond League,896.1,6,,,22.0,47.0,,,173.6,348.7,525.8,702.6,1
Hiwot AYALEW,5000m Women,Meeting de Paris,2011,Diamond League,897.6,7,,,22.0,47.0,,,173.6,348.7,525.8,702.6,1
Emebet ANTENEH,5000m Women,Meeting de Paris,2011,Diamond League,897.7,8,,,22.0,47.0,,,173.6,348.7,525.8,702.6,1
Azemra GEBRU,5000m Women,Meeting de Paris,2011,Diamond League,898.3,9,,,22.0,47.0,,,173.6,348.7,525.8,702.6,1
Amy HASTINGS,5000m Women,Meeting de Paris,2011,Diamond League,915.3,10,,,22.0,47.0,,,173.6,348.7,525.8,702.6,1
Genet YALEW,5000m Women,Meeting de Paris,2011,Diamond League,915.7,11,,,22.0,47.0,,SB,173.6,348.7,525.8,702.6,1
Jennifer RHINES,5000m Women,Meeting de Paris,2011,Diamond League,931.0,12,,,22.0,47.0,,,173.6,348.7,525.8,702.6,1
Imane MERGA,5000m Men,Golden Gala,2011,Diamond League,774.2,1,,,23.0,68.0,,WL,155.3,310.5,465.8,624.1,0
Isiah Kiplangat KOECH,5000m Men,Golden Gala,2011,Diamond League,774.6,2,,,23.0,68.0,,PB,155.3,310.5,465.8,624.1,0
Vincent Kiprop CHEPKOK,5000m Men,Golden Gala,2011,Diamond League,775.3,3,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Dejen GEBREMESKEL,5000m Men,Golden Gala,2011,Diamond League,775.9,4,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Sileshi SIHINE,5000m Men,Golden Gala,2011,Diamond League,777.9,5,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Mark Kosgei KIPTOO,5000m Men,Golden Gala,2011,Diamond League,779.9,6,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Lucas Kimeli ROTICH,5000m Men,Golden Gala,2011,Diamond League,780.0,7,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Abera KUMA,5000m Men,Golden Gala,2011,Diamond League,780.2,8,,,23.0,68.0,,PB,155.3,310.5,465.8,624.1,0
Thomas Pkemei LONGOSIWA,5000m Men,Golden Gala,2011,Diamond League,786.6,9,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Moses Ndiema KIPSIRO,5000m Men,Golden Gala,2011,Diamond League,789.2,10,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Mike Kipruto KIGEN,5000m Men,Golden Gala,2011,Diamond League,791.6,11,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Vincent YATOR,5000m Men,Golden Gala,2011,Diamond League,791.7,12,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Titus Kipjumba MBISHEI,5000m Men,Golden Gala,2011,Diamond League,794.9,13,,,23.0,68.0,,,155.3,310.5,465.8,624.1,0
Vivian Jepkemoi CHERUIYOT,5000m Women,BAUHAUS-galan,2011,Diamond League,860.9,1,,,24.0,50.0,,WL|NR,175.3,347.2,518.7,691.2,1
Sally KIPYEGO,5000m Women,BAUHAUS-galan,2011,Diamond League,883.9,2,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Sylvia Jebiwot KIBET,5000m Women,BAUHAUS-galan,2011,Diamond League,885.3,3,,,24.0,50.0,,SB,175.3,347.2,518.7,691.2,1
Shalane FLANAGAN,5000m Women,BAUHAUS-galan,2011,Diamond League,886.8,4,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Prisca Jepleting NGETICH-CHERONO,5000m Women,BAUHAUS-galan,2011,Diamond League,891.5,5,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Pauline Chemning KORIKWIANG,5000m Women,BAUHAUS-galan,2011,Diamond League,892.5,6,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Mercy CHERONO,5000m Women,BAUHAUS-galan,2011,Diamond League,898.7,7,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Dolores CHECA,5000m Women,BAUHAUS-galan,2011,Diamond League,902.2,8,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Viola Jelagat KIBIWOT,5000m Women,BAUHAUS-galan,2011,Diamond League,905.3,9,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Magdalena LEWY-BOULET,5000m Women,BAUHAUS-galan,2011,Diamond League,914.2,10,,,24.0,50.0,,PB,175.3,347.2,518.7,691.2,1
J. BARRINGER SIMPSON,5000m Women,BAUHAUS-galan,2011,Diamond League,918.5,11,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Alemitu BEKELE,5000m Women,BAUHAUS-galan,2011,Diamond League,918.9,12,,,24.0,50.0,,SB,175.3,347.2,518.7,691.2,1
Lauren FLESHMAN,5000m Women,BAUHAUS-galan,2011,Diamond League,927.3,13,,,24.0,50.0,,SB,175.3,347.2,518.7,691.2,1
Grace MOMANYI,5000m Women,BAUHAUS-galan,2011,Diamond League,934.6,14,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Layes ABDULLAYEVA,5000m Women,BAUHAUS-galan,2011,Diamond League,941.5,15,,,24.0,50.0,,,175.3,347.2,518.7,691.2,1
Vivian Jepkemoi CHERUIYOT,5000m Women,Weltklasse Zurich,2011,Diamond League,870.1,1,,,20.0,70.0,,MR,177.0,354.3,532.4,709.0,1
Sally KIPYEGO,5000m Women,Weltklasse Zurich,2011,Diamond League,870.4,2,,,20.0,70.0,,PB,177.0,354.3,532.4,709.0,1
Linet Chepkwemoi MASAI,5000m Women,Weltklasse Zurich,2011,Diamond League,875.1,3,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Sylvia Jebiwot KIBET,5000m Women,Weltklasse Zurich,2011,Diamond League,875.4,4,,,20.0,70.0,,SB,177.0,354.3,532.4,709.0,1
Prisca Jepleting NGETICH-CHERONO,5000m Women,Weltklasse Zurich,2011,Diamond League,884.8,5,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Meselech MELKAMU,5000m Women,Weltklasse Zurich,2011,Diamond League,885.8,6,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Sentayehu EJIGU,5000m Women,Weltklasse Zurich,2011,Diamond League,895.3,7,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Viola Jelagat KIBIWOT,5000m Women,Weltklasse Zurich,2011,Diamond League,904.0,8,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Alemitu BEKELE,5000m Women,Weltklasse Zurich,2011,Diamond League,908.9,9,,,20.0,70.0,,SB,177.0,354.3,532.4,709.0,1
Zakia Mrisho MOHAMED,5000m Women,Weltklasse Zurich,2011,Diamond League,917.2,10,,,20.0,70.0,,SB,177.0,354.3,532.4,709.0,1
Purity Cherotich RIONORIPO,5000m Women,Weltklasse Zurich,2011,Diamond League,920.9,11,,,20.0,70.0,,PB,177.0,354.3,532.4,709.0,1
Yelena ZADOROZHNAYA,5000m Women,Weltklasse Zurich,2011,Diamond League,925.1,12,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Lidia CHOJECKA,5000m Women,Weltklasse Zurich,2011,Diamond League,929.4,13,,,20.0,70.0,,SB,177.0,354.3,532.4,709.0,1
Helen CLITHEROE,5000m Women,Weltklasse Zurich,2011,Diamond League,929.9,14,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Shalane FLANAGAN,5000m Women,Weltklasse Zurich,2011,Diamond League,932.3,15,,,20.0,70.0,,,177.0,354.3,532.4,709.0,1
Vivian Jepkemoi CHERUIYOT,5000m Women,Memorial Van Damme,2012,Diamond League,886.0,1,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Mercy CHERONO,5000m Women,Memorial Van Damme,2012,Diamond League,887.2,2,,,19.0,65.0,,SB,176.0,355.6,537.2,721.9,1
Viola Jelagat KIBIWOT,5000m Women,Memorial Van Damme,2012,Diamond League,887.9,3,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Gelete BURKA,5000m Women,Memorial Van Damme,2012,Diamond League,891.7,4,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Sylvia Jebiwot KIBET,5000m Women,Memorial Van Damme,2012,Diamond League,893.0,5,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Buze DIRIBA,5000m Women,Memorial Van Damme,2012,Diamond League,893.1,6,,,19.0,65.0,,PB,176.0,355.6,537.2,721.9,1
Sally KIPYEGO,5000m Women,Memorial Van Damme,2012,Diamond League,896.0,7,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Almaz AYANA,5000m Women,Memorial Van Damme,2012,Diamond League,898.0,8,,,19.0,65.0,,PB,176.0,355.6,537.2,721.9,1
Veronica NYARUAI,5000m Women,Memorial Van Damme,2012,Diamond League,900.9,9,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Molly HUDDLE,5000m Women,Memorial Van Damme,2012,Diamond League,901.3,10,,,19.0,65.0,,SB,176.0,355.6,537.2,721.9,1
Julia BLEASDALE,5000m Women,Memorial Van Damme,2012,Diamond League,916.6,11,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Waganesh MEKASHA,5000m Women,Memorial Van Damme,2012,Diamond League,919.1,12,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Azemra GEBRU,5000m Women,Memorial Van Damme,2012,Diamond League,931.6,13,,,19.0,65.0,,,176.0,355.6,537.2,721.9,1
Mohamed FARAH,5000m Men,Prefontaine Classic,2012,Diamond League,777.0,1,,,19.0,61.0,,WL|MR,156.1,312.5,469.3,628.7,0
Isiah Kiplangat KOECH,5000m Men,Prefontaine Classic,2012,Diamond League,777.6,2,,,19.0,61.0,,,156.1,312.5,469.3,628.7,0
Galen RUPP,5000m Men,Prefontaine Classic,2012,Diamond League,778.9,3,,,19.0,61.0,,PB,156.1,312.5,469.3,628.7,0
Kenenisa BEKELE,5000m Men,Prefontaine Classic,2012,Diamond League,781.5,4,,,19.0,61.0,,SB,156.1,312.5,469.3,628.7,0
Thomas Pkemei LONGOSIWA,5000m Men,Prefontaine Classic,2012,Diamond League,783.9,5,,,19.0,61.0,,SB,156.1,312.5,469.3,628.7,0
John KIPKOECH,5000m Men,Prefontaine Classic,2012,Diamond League,786.7,6,,,19.0,61.0,,PB,156.1,312.5,469.3,628.7,0
Yenew ALAMIREW,5000m Men,Prefontaine Classic,2012,Diamond League,786.8,7,,,19.0,61.0,,SB,156.1,312.5,469.3,628.7,0
Samuel CHELANGA,5000m Men,Prefontaine Classic,2012,Diamond League,789.7,8,,,19.0,61.0,,PB,156.1,312.5,469.3,628.7,0
Collis BIRMINGHAM,5000m Men,Prefontaine Classic,2012,Diamond League,790.5,9,,,19.0,61.0,,PB,156.1,312.5,469.3,628.7,0
Albert ROP,5000m Men,Prefontaine Classic,2012,Diamond League,792.5,10,,,19.0,61.0,,SB,156.1,312.5,469.3,628.7,0
David Kiprotich BETT,5000m Men,Prefontaine Classic,2012,Diamond League,801.3,11,,,19.0,61.0,,,156.1,312.5,469.3,628.7,0
Matt TEGENKAMP,5000m Men,Prefontaine Classic,2012,Diamond League,804.7,12,,,19.0,61.0,,,156.1,312.5,469.3,628.7,0
Ben TRUE,5000m Men,Prefontaine Classic,2012,Diamond League,806.0,13,,,19.0,61.0,,SB,156.1,312.5,469.3,628.7,0
Craig MOTTRAM,5000m Men,Prefontaine Classic,2012,Diamond League,814.0,14,,,19.0,61.0,,,156.1,312.5,469.3,628.7,0
Alistair Ian CRAGG,5000m Men,Prefontaine Classic,2012,Diamond League,815.0,15,,,19.0,61.0,,,156.1,312.5,469.3,628.7,0
Leonard KORIR,5000m Men,Prefontaine Classic,2012,Diamond League,827.5,16,,,19.0,61.0,,,156.1,312.5,469.3,628.7,0
Mohamed FARAH,5000m Men,London Athletics Meet,2012,Diamond League,786.0,1,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Collis BIRMINGHAM,5000m Men,London Athletics Meet,2012,Diamond League,789.6,2,,,16.0,87.0,,PB,155.5,316.1,478.4,639.1,0
Moses Ndiema KIPSIRO,5000m Men,London Athletics Meet,2012,Diamond League,790.0,3,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Mark Kosgei KIPTOO,5000m Men,London Athletics Meet,2012,Diamond League,793.8,4,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Dathan RITZENHEIN,5000m Men,London Athletics Meet,2012,Diamond League,795.9,5,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Emmanuel Kipkemei BETT,5000m Men,London Athletics Meet,2012,Diamond League,803.1,6,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Craig MOTTRAM,5000m Men,London Athletics Meet,2012,Diamond League,803.9,7,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Juan Luis BARRIOS,5000m Men,London Athletics Meet,2012,Diamond League,815.4,8,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Ben ST. LAWRENCE,5000m Men,London Athletics Meet,2012,Diamond League,817.4,9,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Yuki SATO,5000m Men,London Athletics Meet,2012,Diamond League,823.4,10,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
Moses KIBET,5000m Men,London Athletics Meet,2012,Diamond League,825.3,11,,,16.0,87.0,,,155.5,316.1,478.4,639.1,0
