Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split
Andrew BUTCHART,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:08.6,6,,,24,78,,PB,02:37.4,05:16.0,07:57.2,10:39.4
Albert ROP,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:08.8,7,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
Joshua CHEPTEGEI,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:09.2,8,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
Birhanu BALEW,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:09.3,9,,,24,78,,PB,02:37.4,05:16.0,07:57.2,10:39.4
Abrar Osman ADEM,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:09.6,10,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
Hassan MEAD,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:09.8,11,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
Dejen GEBREMESKEL,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:15.9,12,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
Elroy GELANT,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:17.5,13,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
Brett ROBINSON,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:32.3,14,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
David TORRENCE,Men's 5000m Final,Olympic Games Rio 2016,2016,Olympics,13:43.1,15,,,24,78,,,02:37.4,05:16.0,07:57.2,10:39.4
Hagos GEBRHIWET,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:24.6,1,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Albert ROP,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:25.0,2,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Mohamed FARAH,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:25.3,3,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Joshua CHEPTEGEI,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:25.7,4,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Bernard LAGAT,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:26.0,5,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Caleb Mwangangi NDIKU,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:26.6,6,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Hayle IBRAHIMOV,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:27.1,7,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Aron KIFLE,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:29.5,8,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Illias FIFA,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:30.2,9,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Kemoy CAMPBELL,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:30.3,10,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Jacob KIPLIMO,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:30.4,11,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Charles Yosei MUNERIA,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:31.0,12,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Hassan MEAD,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:34.3,13,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
YounÃ©s ESSALHI,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:41.4,14,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Namakoe NKHASI,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:41.9,15,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Bashir ABDI,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:42.8,16,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Olivier IRABARUTA,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:44.1,17,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Sam MCENTEE,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,13:50.6,18,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Lucas BRUCHET,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,14:02.0,19,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Richard RINGER,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,14:05.0,20,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Mukhlid ALOTAIBI,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,14:18.5,21,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Kota MURAYAMA,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,14:26.7,22,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Hari Kumar RIMAL,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,14:54.4,23,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Mohamed Daud MOHAMED,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,14:57.8,24,,,28,54,,,02:47.2,05:31.8,08:15.1,10:56.0
Rosefelo SIOSI,Men's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:47.8,25,,,28,54,,PB,02:47.2,05:31.8,08:15.1,10:56.0
Paul CHELIMO,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:19.5,1,,,28,54,,PB,02:41.8,05:22.0,08:05.0,10:50.3
Muktar EDRIS,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:19.6,2,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Dejen GEBREMESKEL,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:19.7,3,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Birhanu BALEW,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:19.8,4,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Andrew BUTCHART,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:20.1,5,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Mohammed AHMED,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:21.0,6,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Elroy GELANT,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:22.0,7,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Abrar Osman ADEM,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:22.6,8,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Brett ROBINSON,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:22.8,9,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
David TORRENCE,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:23.2,10,,,28,54,,NR,02:41.8,05:22.0,08:05.0,10:50.3
Phillip KIPYEKO,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:24.7,11,,,28,54,,SB,02:41.8,05:22.0,08:05.0,10:50.3
Isiah Kiplangat KOECH,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:25.2,12,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Patrick TIERNAN,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:28.5,13,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Florian ORTH,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:28.9,14,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Hiskel TEWELDE,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:30.2,15,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Suguru OSAKO,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:31.5,16,,,28,54,,SB,02:41.8,05:22.0,08:05.0,10:50.3
Adel MECHAAL,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:34.4,17,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Soufiyan BOUQANTAR,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,13:56.5,18,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Ali KAYA,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,14:05.3,19,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Thomas FARRELL,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,14:11.7,20,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Tariq Ahmed AL AMRI,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,14:26.9,21,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Antonio ABADÃA BECI,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,14:33.2,22,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Kefasi CHITSALA,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,14:52.9,23,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
San Naing SAN NAING,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,15:51.0,24,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Romario LEITAO,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,15:53.3,25,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Zouhair AOUAD,Men's 5000m Round 1 - Heat 2/2,Olympic Games Rio 2016,2016,Olympics,DNF,0,,,28,54,,,02:41.8,05:22.0,08:05.0,10:50.3
Vivian Jepkemoi CHERUIYOT,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,14:26.2,1,,,22,83,,OR,02:59.9,06:00.4,08:47.8,11:39.8
Hellen OBIRI,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,14:29.8,2,,,22,83,,PB,02:59.9,06:00.4,08:47.8,11:39.8
Almaz AYANA,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,14:33.6,3,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Mercy CHERONO,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,14:42.9,4,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Senbere TEFERI,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,14:43.8,5,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Yasemin CAN,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,14:57.0,6,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Karoline Bjerkeli GRÃ˜VDAL,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,14:57.5,7,,,22,83,,PB,02:59.9,06:00.4,08:47.8,11:39.8
Susan KUIJKEN,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:00.7,8,,,22,83,,PB,02:59.9,06:00.4,08:47.8,11:39.8
Eloise WELLINGS,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:01.6,9,,,22,83,,SB,02:59.9,06:00.4,08:47.8,11:39.8
Madeline HEINER,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:04.1,10,,,22,83,,PB,02:59.9,06:00.4,08:47.8,11:39.8
Shelby HOULIHAN,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:08.9,11,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Genevieve LACAZE,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:10.4,12,,,22,83,,PB,02:59.9,06:00.4,08:47.8,11:39.8
Eilish MCCOLGAN,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:12.1,13,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Ababel YESHANEH,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:18.3,14,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Miyuki UEHARA,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:35.0,15,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Jennifer WENTH,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,15:56.1,16,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Nikki HAMBLIN,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,16:14.2,17,,,22,83,,SB,02:59.9,06:00.4,08:47.8,11:39.8
Abbey D'AGOSTINO,Women's 5000m Final,Olympic Games Rio 2016,2016,Olympics,DNS,0,,,22,83,,,02:59.9,06:00.4,08:47.8,11:39.8
Hellen OBIRI,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:19.4,1,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Yasemin CAN,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:19.5,2,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Mercy CHERONO,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:19.6,3,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Shelby HOULIHAN,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:19.8,4,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Susan KUIJKEN,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:20.0,5,,,26,55,,SB,03:00.0,06:07.6,09:18.7,12:24.3
Madeline HEINER,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:21.3,6,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Miyuki UEHARA,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:23.4,7,,,26,55,,SB,03:00.0,06:07.6,09:18.7,12:24.3
Ababel YESHANEH,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:24.4,8,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Juliet CHEKWEL,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:29.1,9,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Laura WHITTLE,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:31.3,10,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Louise CARTON,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:34.4,11,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Kim CONLEY,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:36.0,12,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
Jessica O'CONNELL,Women's 5000m Round 1 - Heat 1/2,Olympic Games Rio 2016,2016,Olympics,15:51.2,13,,,26,55,,,03:00.0,06:07.6,09:18.7,12:24.3
